backend,size,tile_m,tile_n,tile_k,occupancy,compile_ms,first_launch_ms,steady_latency_ms,tflops,latency_std_ms,pct_peak,max_err
cuTile,128,128,64,64,8,407.31249400414526,8.665342000313103,0.009949866806467374,0.42154373335668366,0.0008620197437722792,0.2968617840540026,0.0329132080078125
cuTile,128,64,128,64,,385.9981020214036,8.697601966559887,0.010301866754889488,0.40714019117062383,0.0018140534567572366,0.2867184444863548,0.0329132080078125
cuTile,128,64,128,64,1,386.77470898255706,8.672421972732991,0.00942080020904541,0.4452173814250754,0.0006688739023545621,0.3135333672007573,0.0329132080078125
cuTile,128,64,128,64,2,407.26090397220105,8.664462016895413,0.00942080020904541,0.4452173814250754,0.0006688739023545621,0.3135333672007573,0.0329132080078125
cuTile,128,64,128,64,4,398.26531196013093,8.496982976794243,0.00982613346228997,0.4268519266603287,0.0007266621558088418,0.30059994835234416,0.0329132080078125
cuTile,128,64,128,64,8,397.2028159769252,8.933751028962433,0.009753600135445595,0.43002624074750245,0.0006205248998497783,0.30283538080810035,0.0329132080078125
cuTile,128,128,128,32,,1008.7870139977895,11.5009430446662,0.014609066769480705,0.2871028017177781,0.000790243728849407,0.20218507163223806,0.021678924560546875
cuTile,128,128,128,32,1,1015.1806129724719,8.569842961151153,0.014811733365058899,0.2831744196728808,0.0009019887549312551,0.19941860540343717,0.021678924560546875
cuTile,128,128,128,32,2,983.8562940130942,8.82075197296217,0.014333866660793622,0.2926149725860345,0.0008308887700676543,0.20606688210284121,0.021678924560546875
cuTile,128,128,128,32,4,988.7834779801778,11.174914019647986,0.02252800017595291,0.1861818167276619,0.0009892783207791696,0.13111395544201543,0.021678924560546875
cuTile,128,128,128,32,8,1016.3183090044186,9.101590956561267,0.014532266681392987,0.28862008191539434,0.0007603948692175737,0.20325357881365796,0.021678924560546875
cuTile,128,128,128,64,,922.3633100045845,88.42802600702271,0.012836266867816448,0.3267541913230326,0.0008261426843771453,0.23010858543875534,0.0329132080078125
cuTile,128,128,128,64,1,915.5643419944681,8.824992051813751,0.012563200232883294,0.3338563361444884,0.0006926404337172323,0.23511009587640028,0.0329132080078125
cuTile,128,128,128,64,2,928.7633000058122,8.759021991863847,0.012488533618549506,0.33585240093921864,0.0006703691537732611,0.2365157753093089,0.0329132080078125
cuTile,128,128,128,64,4,921.679631981533,8.913422003388405,0.012904533557593823,0.3250256184216603,0.0007331157564906756,0.228891280578634,0.0329132080078125
cuTile,128,128,128,64,8,922.3860200145282,8.650572039186954,0.012288000310460727,0.34133332470942446,0.0007478238632923365,0.24037558078128485,0.0329132080078125
cuTile,128,128,128,128,,1292.1702219755389,8.858942019287497,0.014397866713503996,0.2913142678328931,0.0007911589276982752,0.20515089284006555,0.059467315673828125
cuTile,128,128,128,128,1,1303.1265779864043,8.656042977236211,0.014406400173902512,0.2911417112789958,0.0009604409161086046,0.2050293741401379,0.059467315673828125
cuTile,128,128,128,128,2,1147.3617469891906,11.597912991419435,0.013380266663928827,0.3134693878192434,0.0007902436537590045,0.2207530900135517,0.059467315673828125
cuTile,128,128,128,128,4,1278.2868359936401,8.596843050327152,0.016447999949256577,0.25500389183729144,0.0008697097924992144,0.17958020551921933,0.059467315673828125
